route_id,service_id,shape_id,trip_headsign,trip_id
12786,1,12786,,CE1690026.2.12786
12786,1,12786,,CE1690026.4.12786
12786,1,12786,,CE1690027.1.12786
12786,1,12786,,CE1690027.3.12786
12786,1,12786,,CE1690028.2.12786
12786,1,12786,,CE1690028.4.12786
12786,1,12786,,CE1690029.1.12786
12786,1,12786,,CE1690029.3.12786
12786,1,12786,,CE1690029.5.12786
12786,1,12786,,CE1690030.1.12786
12786,1,12786,,CE1690030.3.12786
12786,1,12786,,CE1690031.1.12786
12786,1,12786,,CE1690031.3.12786
12786,1,12786,,CE1690032.1.12786
12786,1,12786,,CE1690032.3.12786
12786,2,12786,,CE16A0001.2.12786
12786,2,12786,,CE16A0001.4.12786
12786,2,12786,,CE16A0001.6.12786
12786,2,12786,,CE16A0002.1.12786
12786,2,12786,,CE16A0002.3.12786
12786,2,12786,,CE16A0002.5.12786
12786,2,12786,,CE16A0002.7.12786
12786,2,12786,,CE16A0003.2.12786
12786,2,12786,,CE16A0003.4.12786
12786,2,12786,,CE16A0003.6.12786
12786,2,12786,,CE16A0004.1.12786
12786,2,12786,,CE16A0004.3.12786
12786,2,12786,,CE16A0004.5.12786
12786,2,12786,,CE16A0005.2.12786
12786,2,12786,,CE16A0005.4.12786
12786,2,12786,,CE16A0005.6.12786
12786,2,12786,,CE16A0006.1.12786
12786,2,12786,,CE16A0006.3.12786
12786,2,12786,,CE16A0006.5.12786
12786,2,12786,,CE16A0006.7.12786
12786,2,12786,,CE16A0007.2.12786
12786,2,12786,,CE16A0007.4.12786
12786,2,12786,,CE16A0007.6.12786
12786,2,12786,,CE16A0008.1.12786
12786,2,12786,,CE16A0008.3.12786
12786,2,12786,,CE16A0008.5.12786
12786,2,12786,,CE16A0009.2.12786
12786,2,12786,,CE16A0009.4.12786
12786,2,12786,,CE16A0010.1.12786
12786,2,12786,,CE16A0010.3.12786
12786,2,12786,,CE16A0010.5.12786
12786,2,12786,,CE16A0011.2.12786
12786,2,12786,,CE16A0011.4.12786
12786,2,12786,,CE16A0012.1.12786
12786,2,12786,,CE16A0012.3.12786
12786,2,12786,,CE16A0012.5.12786
12786,2,12786,,CE16A0012.7.12786
12786,2,12786,,CE16A0013.2.12786
12786,2,12786,,CE16A0013.4.12786
12786,2,12786,,CE16A0013.6.12786
12786,2,12786,,CE16A0014.1.12786
12786,2,12786,,CE16A0014.3.12786
12786,2,12786,,CE16A0014.5.12786
12786,2,12786,,CE16A0015.2.12786
12786,2,12786,,CE16A0015.4.12786
12786,2,12786,,CE16A0016.1.12786
12786,2,12786,,CE16A0016.3.12786
12786,2,12786,,CE16A0016.5.12786
12786,2,12786,,CE16A0017.2.12786
12786,2,12786,,CE16A0017.4.12786
12786,2,12786,,CE16A0017.6.12786
12786,2,12786,,CE16A0018.1.12786
12786,2,12786,,CE16A0018.3.12786
12786,2,12786,,CE16A0018.5.12786
12786,2,12786,,CE16A0018.7.12786
12786,2,12786,,CE16A0019.2.12786
12786,2,12786,,CE16A0019.4.12786
12786,2,12786,,CE16A0020.1.12786
12786,2,12786,,CE16A0020.3.12786
12786,2,12786,,CE16A0020.5.12786
12786,2,12786,,CE16A0021.1.12786
12786,2,12786,,CE16A0021.3.12786
12786,2,12786,,CE16A0021.5.12786
12786,2,12786,,CE16A0022.1.12786
12786,2,12786,,CE16A0022.3.12786
12786,2,12786,,CE16A0022.5.12786
12786,4,12786,,CE16B0001.2.12786
12786,4,12786,,CE16B0001.4.12786
12786,4,12786,,CE16B0001.6.12786
12786,4,12786,,CE16B0002.1.12786
12786,4,12786,,CE16B0002.3.12786
12786,4,12786,,CE16B0002.5.12786
12786,4,12786,,CE16B0002.7.12786
12786,4,12786,,CE16B0003.1.12786
12786,4,12786,,CE16B0003.3.12786
12786,4,12786,,CE16B0003.5.12786
12786,4,12786,,CE16B0004.2.12786
12786,4,12786,,CE16B0004.4.12786
12786,4,12786,,CE16B0004.6.12786
12786,4,12786,,CE16B0005.1.12786
12786,4,12786,,CE16B0005.3.12786
12786,4,12786,,CE16B0005.5.12786
12786,4,12786,,CE16B0005.7.12786
12786,4,12786,,CE16B0006.2.12786
12786,4,12786,,CE16B0006.4.12786
12786,4,12786,,CE16B0006.6.12786
12786,4,12786,,CE16B0007.1.12786
12786,4,12786,,CE16B0007.3.12786
12786,4,12786,,CE16B0007.5.12786
12786,4,12786,,CE16B0008.1.12786
12786,4,12786,,CE16B0008.3.12786
12786,4,12786,,CE16B0009.1.12786
12786,4,12786,,CE16B0009.3.12786
12786,4,12786,,CE16B0009.5.12786
12786,4,12786,,CE16B0010.2.12786
12786,4,12786,,CE16B0010.4.12786
12786,4,12786,,CE16B0011.1.12786
12786,4,12786,,CE16B0011.3.12786
12787,1,12787,,CN2450001.1.12787
12787,1,12787,,CN2450001.2.12787
12787,1,12787,,CN2450001.3.12787
12787,1,12787,,CN2450001.4.12787
12787,1,12787,,CN2450002.1.12787
12787,1,12787,,CN2450002.2.12787
12787,1,12787,,CN2450002.3.12787
12787,1,12787,,CN2450002.4.12787
12787,1,12787,,CN2450003.1.12787
12787,1,12787,,CN2450003.2.12787
12787,1,12787,,CN2450003.3.12787
12787,1,12787,,CN2450003.4.12787
12787,1,12787,,CN2450004.1.12787
12787,1,12787,,CN2450004.2.12787
12787,1,12787,,CN2450004.3.12787
12787,1,12787,,CN2450004.4.12787
12787,1,12787,,CN2450005.1.12787
12787,1,12787,,CN2450005.2.12787
12787,1,12787,,CN2450005.3.12787
12787,1,12787,,CN2450006.1.12787
12787,1,12787,,CN2450006.2.12787
12787,1,12787,,CN2450006.3.12787
12787,1,12787,,CN2450006.4.12787
12787,1,12787,,CN2450007.1.12787
12787,1,12787,,CN2450007.2.12787
12787,1,12787,,CN2450007.3.12787
12787,1,12787,,CN2450008.1.12787
12787,1,12787,,CN2450008.2.12787
12787,1,12787,,CN2450008.3.12787
12787,1,12787,,CN2450008.4.12787
12787,1,12787,,CN2450009.1.12787
12787,1,12787,,CN2450009.2.12787
12787,1,12787,,CN2450009.3.12787
12787,1,12787,,CN2450009.4.12787
12787,1,12787,,CN2450010.1.12787
12787,1,12787,,CN2450010.2.12787
12787,1,12787,,CN2450010.3.12787
12787,1,12787,,CN2450011.1.12787
12787,1,12787,,CN2450011.2.12787
12787,1,12787,,CN2450012.1.12787
12787,1,12787,,CN2450012.2.12787
12787,1,12787,,CN2450012.3.12787
12787,1,12787,,CN2450013.1.12787
12787,1,12787,,CN2450013.2.12787
12787,1,12787,,CN2450014.1.12787
12787,1,12787,,CN2450014.2.12787
12787,1,12787,,CN2450014.3.12787
12787,1,12787,,CN2450015.1.12787
12787,1,12787,,CN2450015.2.12787
12787,1,12787,,CN2450015.3.12787
12787,1,12787,,CN2450015.4.12787
12787,1,12787,,CN2450016.1.12787
12787,1,12787,,CN2450016.2.12787
12787,1,12787,,CN2450016.3.12787
12787,1,12787,,CN2450017.1.12787
12787,1,12787,,CN2450017.2.12787
12787,1,12787,,CN2450017.3.12787
12787,1,12787,,CN2450018.1.12787
12787,1,12787,,CN2450018.2.12787
12787,1,12787,,CN2450018.3.12787
12787,1,12787,,CN2450019.1.12787
12787,1,12787,,CN2450019.2.12787
12787,1,12787,,CN2450020.1.12787
12787,1,12787,,CN2450020.2.12787
12787,1,12787,,CN2450020.3.12787
12787,1,12787,,CN2450020.4.12787
12787,2,12787,,CN2700001.1.12787
12787,2,12787,,CN2700001.2.12787
12787,2,12787,,CN2700001.3.12787
12787,2,12787,,CN2700001.4.12787
12787,2,12787,,CN2700002.1.12787
12787,2,12787,,CN2700002.2.12787
12787,2,12787,,CN2700002.3.12787
